台灣頻道,#genre#
MOMO親子台,https://ali.hlspull.yximgs.com/live/b4ef8b70195fa304153ae87fe4947be5.flv
國興衛視,https://ali.hlspull.yximgs.com/live/ee17203f727e1858cfac3e2ae728074e.flv
龍華偶像,http://ali.hlspull.yximgs.com/live/e91852610fc14dfd116e53b177a2c10d.flv
龍華偶像,http://ali.hlspull.yximgs.com/live/ef866a28e6af6c46f91993f72681cb11.flv
龍華偶像,https://ali.hlspull.yximgs.com/live/nVu1h74Sbo3TFLEbf61XOQfEBuwK488W.flv
龍華戲劇,http://ali.hlspull.yximgs.com/live/8c120bfe40292d7ad247f547890997ad.flv
龍華戲劇,http://103.225.9.173:1977/live/video/no_signal.mp4
龍華戲劇,http://ali.hlspull.yximgs.com/live/7fe21d0f6f3b07475b27cdd5ca3ff49c.flv
龍華戲劇,https://ali.hlspull.yximgs.com/live/Ftz5mesytqVKKcv3Y1QFysmtSyRE2RmX.flv
龍華日韓,http://ali.hlspull.yximgs.com/live/a39f23f6c0311e20fc913996b186251c.flv
龍華電影,http://ali.hlspull.yximgs.com/live/5614de70ad7722289165b58c7b96b70d.flv
龍華影劇,http://ali.hlspull.yximgs.com/live/08708149cc6c460650c33b565f3824b0.flv
龍華影劇,http://ali.hlspull.yximgs.com/live/08708149cc6c460650c33b565f3824b0.flv
龍華洋片,http://ali.hlspull.yximgs.com/live/759d9b66c2c57d872148caaa3b7599e3.flv
龍華洋片,http://ali.hlspull.yximgs.com/live/ff932afbc4fd85cfa22a181d2b4c7ff6.flv
龍華洋片,http://ali.hlspull.yximgs.com/live/0df42a9922ec65649bfe24c9999314ff.flv
龍華卡通,http://ali.hlspull.yximgs.com/live/4cb7ce47bc1b5bc1bbdad4c0bd5ed615.flv
龍華經典,http://ali.hlspull.yximgs.com/live/d075b61499da083d31c7147dc53ed427.flv
三立都會台,http://ali.hlspull.yximgs.com/live/962a6c61f3166850d4e2edb711ba9db2.flv
三立都會台,http://ali.hlspull.yximgs.com/live/0494ee649a7a2a449d30ada775603540.flv
三立都會台,http://ali.hlspull.yximgs.com/live/3a4df299cf623daa41ed366f23ee8e5d.flv
三立綜合台,http://ali.hlspull.yximgs.com/live/cd44b5f2bf9dd17e817deff34107f692.flv
三立綜合台,http://ali.hlspull.yximgs.com/live/f628af99d8a084c1a8076cb1df109e6b.flv
三立綜合台,https://ali.hlspull.yximgs.com/live/jvjBZPmXtPC5TkoN7AbBO8CASeEiFIp3.flv
三立台灣台,http://ali.hlspull.yximgs.com/live/223b53e53a1ca07db48013a236e265ab.flv
三立台灣台,http://ali.hlspull.yximgs.com/live/85af3383b4ad79893732be456be06938.flv
三立台灣台,https://ali.hlspull.yximgs.com/live/d5d589fe4108f8beac952c1cf559375c.flv
三立台灣台,http://ali.hlspull.yximgs.com/live/3f872e4d1cefc0548ed384a565499f0d.flv
三立戲劇台,https://ali.hlspull.yximgs.com/live/gWfNVGjrXual0l3oyekPbcEbMb5iha5B.flv
三立戲劇台,http://ali.hlspull.yximgs.com/live/2879848230ce0bc88a241184964133ff.flv
三立戲劇台,https://ali.hlspull.yximgs.com/live/3cb7550ca928803463f630d9274ddbc6.flv
三立戲劇台,http://ali.hlspull.yximgs.com/live/caf1cf82aa28cd1317a1113be3f8e151.flv
三立新聞台,http://ali.hlspull.yximgs.com/live/7b5912c980dfff02aab67d96023a2a5d.flv
三立新聞台,https://ali.hlspull.yximgs.com/live/c26ad8c0841750396a5c6c81d1d7b107.flv
三立iNEWS,http://ali.hlspull.yximgs.com/live/6c45a879eb49384dae5026ea09c043c8.flv
三立iNEWS,http://ali.hlspull.yximgs.com/live/1e68a236b12b91e7c1df6ae8562dbe19.flv
三立國際台,https://ali.hlspull.yximgs.com/live/b3f9b547ac043642110699a65646c790.flv
LIVE三立,http://ali.hlspull.yximgs.com/live/c70ce1dc91cfbe07b5bfc8f90c2357cf.flv
中天新聞,http://ali.hlspull.yximgs.com/live/e60416887484660f065d807d32284a79.flv
中天新聞,http://103.225.9.173:1977/live/video/no_signal.mp4
中天新聞,http://103.225.9.173:1977/live/video/no_signal.mp4
CTI+中天2台,http://ali.hlspull.yximgs.com/live/8054ed4333bbc8d396688ba11fc113b6.flv
中天綜合,http://ali.hlspull.yximgs.com/live/676524b1a5d8fc94808ea81d09558634.flv
中天綜合,https://ali.hlspull.yximgs.com/live/e16021f7fea86a1948f2e7f52928d91f.flv
中天娛樂,http://103.225.9.173:1977/live/video/no_signal.mp4
緯來日本,http://ali.hlspull.yximgs.com/live/250b24ddeb7cee8250864a399d78cf0b.flv
緯來育樂,http://ali.hlspull.yximgs.com/live/24864861ed11149c65275826f8c9eb5d.flv
八大第一台,http://ali.hlspull.yximgs.com/live/9f23ea71028fa04f3e45d05c5eb82b58.flv
八大戲劇台,http://ali.hlspull.yximgs.com/live/1e060315c37bf2638d18653d82d22b40.flv
八大綜合台,http://ali.hlspull.yximgs.com/live/148662692fe251378e2f8ca77b26114d.flv
八大精彩台,http://ali.hlspull.yximgs.com/live/a6ac9ca41b92c29d097f245d29ed9d2c.flv
八大娛樂台,http://ali.hlspull.yximgs.com/live/c9723d1e1e081946dd8ae56eab5bef9c.flv
TVBS新聞台,http://ali.hlspull.yximgs.com/live/d75305a075bc506c081b45278a2e3411.flv
TVBS精采台,http://ali.hlspull.yximgs.com/live/ff2d9d01cdb86956722a770e465798ec.flv
TVBS歡樂台,http://ali.hlspull.yximgs.com/live/18b167d0667a7ca3cec58bad02e688e0.flv
TVBSHD,http://ali.hlspull.yximgs.com/live/91f2e0ffdac1ebcf8e9716d3c1833183.flv
TVBSNEWS,http://103.225.9.173:1977/live/video/no_signal.mp4
靖天綜合台,http://ali.hlspull.yximgs.com/live/7d191a0b674fb873515cc1e651c0215d.flv
靖天日本台,http://ali.hlspull.yximgs.com/live/18d2d05ba5bb62286ef9087f0daa92fd.flv
靖天卡通台,http://ali.hlspull.yximgs.com/live/7604485dd88ae1971e01236ba8607d30.flv
靖洋卡通台,http://ali.hlspull.yximgs.com/live/f02a65bf2c68da1d6243674cd658cd39.flv
靖天國際台,http://ali.hlspull.yximgs.com/live/f3bd5df8acbdceb3cc57577dc214fef7.flv
靖天育樂台,http://ali.hlspull.yximgs.com/live/e62a4db0482488b7dc38aeefc5c5c13a.flv
靖天映畫台,http://ali.hlspull.yximgs.com/live/eb65b63c732e52e51a46838dd9fd26b0.flv
靖天歡樂台,http://103.225.9.173:1977/live/video/no_signal.mp4
華藝MBC綜合台,http://ali.hlspull.yximgs.com/live/a453769f3cf9b3703dce1b7c24ef9b02.flv
LUXETV,http://ali.hlspull.yximgs.com/live/f8285ea51287cbcdd167ae78bef1c9bf.flv
亞洲旅遊台,http://ali.hlspull.yximgs.com/live/8aa73c50821fbafff7f07228c00605d7.flv
台灣Plus,http://ali.hlspull.yximgs.com/live/c54ee7d0f8553bbe3ff1cab9a6bb1440.flv
EYETV旅遊,http://ali.hlspull.yximgs.com/live/aa6b9a8978ce48bc008398c0a3e49611.flv
EYETV戲劇,http://ali.hlspull.yximgs.com/live/89c38b25505613e6e5acbaffcd2dccf2.flv
ELTA日韓,http://ali.hlspull.yximgs.com/live/ef97d950bebcbb74f675fb00210ad7fe.flv
ELTA影劇,http://ali.hlspull.yximgs.com/live/ec22b3be70509afcdc6e7807b88a0f67.flv
ELTA綜合,http://ali.hlspull.yximgs.com/live/e1411d26460448b0d3a5d96807b6ab86.flv
ELTA娛樂,http://ali.hlspull.yximgs.com/live/9f03c99b3b302ac69a3d22ed25a23e05.flv
ELTA生活旅遊,http://ali.hlspull.yximgs.com/live/2741de7312efa6899375a15e1ed363ad.flv
i-Fun動漫台,http://ali.hlspull.yximgs.com/live/82f94ce061fa75cec083fd1a514f2ed7.flv
Z頻道,https://ali.hlspull.yximgs.com/live/084800053d2b66fe30a48a7765cbe87e.flv
美亞電影台,http://ali.hlspull.yximgs.com/live/7bc4dfe409d81b70d9fdd28534b0bad3.flv
Thrill驚悚,https://ali.hlspull.yximgs.com/live/MBtu373Iwtz5c6lwKEyl77vC3xx94UjK.flv
AXN頻道,http://ali.hlspull.yximgs.com/live/826748ae2bacaaaf91399cc35def818a.flv
華納電影,http://ali.hlspull.yximgs.com/live/672094c0a727a8d33f8634fd3eef3c38.flv
tVN,http://ali.hlspull.yximgs.com/live/25246d82c9968a6aa018f34929c084ff.flv
CINEMAX,http://ali.hlspull.yximgs.com/live/6501e2060a9885b7dfac02bbe485b877.flv
HBO,http://ali.hlspull.yximgs.com/live/fc50d953a43e1a884e49de7013db4bef.flv
HBOHD,https://ali.hlspull.yximgs.com/live/b3bb94d8db2ad917fc4665ba1dceeff0.flv
HBO原創,http://ali.hlspull.yximgs.com/live/f7d690a2aa32aee858286055fc249857.flv
HBO強檔,http://ali.hlspull.yximgs.com/live/3dc98d24e162f09380b8433490d91c16.flv
HBO家庭,http://ali.hlspull.yximgs.com/live/2059d3c582b3ee1e6505c23445c6ecb7.flv
好萊塢電影,http://ali.hlspull.yximgs.com/live/1d9d36cee363cf994e047e2694bc0b85.flv
amc最愛電影,http://ali.hlspull.yximgs.com/live/31502ce048bf6a9a0217c091fdeeb454.flv
采昌影劇台,http://ali.hlspull.yximgs.com/live/c410147c0331357191ca908e74bb9463.flv
高點綜合,http://ali.hlspull.yximgs.com/live/c1c16512f3b22b5d6adcda9dca1a5aa7.flv
東風衛視,http://ali.hlspull.yximgs.com/live/90938c59b9a0fb2764bbfe1e7465b1cc.flv
Smart知識台,http://ali.hlspull.yximgs.com/live/4ea307f521c1eaed48279e77fecce470.flv
客家電視台,http://ali.hlspull.yximgs.com/live/2e2b81479fb8e624d48386eb396201ee.flv
原住民頻道,http://ali.hlspull.yximgs.com/live/1c7c5d57c7d4ae066450bf8135911ca9.flv
MTV音樂頻道,http://ali.hlspull.yximgs.com/live/c6e1a87057265a9af6d3d98093654e69.flv
韓國娛樂台,http://ali.hlspull.yximgs.com/live/30c98e617f30e9872c3d2be8499f34d5.flv
豬哥亮歌廳秀,http://ali.hlspull.yximgs.com/live/598bf8ae15ce6bf6679da072b5be95a4.flv


體育頻道,#genre#
CCTV5,http://ali.hlspull.yximgs.com/live/e3d7fcf60c832361b183994f1db1cdf3.flv
CCTV5+,http://ali.hlspull.yximgs.com/live/1c205f99f89e927094c934481cc96b51.flv
CCTV16,http://ali.hlspull.yximgs.com/live/5658a63740f05e58ca2e17d6c95c9215.flv
NBATV,https://ali.hlspull.yximgs.com/live/afbcf1f1abb46478749b589bc759548e.flv
HKC18台,http://ali.hlspull.yximgs.com/live/ab133f9ce18ba1eb56b36cd5fe674f4e.flv
NowSports1,https://ali.hlspull.yximgs.com/live/79cc34e7de82b70873b32bf1b378ea94.flv
NowSports2,https://ali.hlspull.yximgs.com/live/d713950296b53ebacb9ebd314f46bd8b.flv
NowSports3,https://ali.hlspull.yximgs.com/live/c5a41327b16f11499b4675ba0cde6964.flv
NowSports5,https://ali.hlspull.yximgs.com/live/20099a6911454ef5837763d5d3d2fef1.flv
NowSports6,https://ali.hlspull.yximgs.com/live/042d5dda5b1072d45dcbb946ec712f1b.flv
NowSports7,https://ali.hlspull.yximgs.com/live/639c5b32638c58455186a60e52694d7c.flv
C18跑馬,http://ali.hlspull.yximgs.com/live/3d9ffb55b4d5a1f429e5e1668dc3be20.flv
88跑馬台,http://ali.hlspull.yximgs.com/live/573556b87a3b061e4e4333c600493ff8.flv
28AI智慧賽馬,http://ali.hlspull.yximgs.com/live/ccf56fefce2fdda9ad605aceed71450f.flv
mySUPER直播足球2台,http://ali.hlspull.yximgs.com/live/27e122eae0c75df3fa5074868586ac58.flv
mySUPER直播足球3台,http://ali.hlspull.yximgs.com/live/fbdedc37e7541d46fa59cdd014d152dd.flv
mySUPER直播足球5台,http://ali.hlspull.yximgs.com/live/e56592319e56d5fb2ec31f7cba37332d.flv
mySUPER直播足球6台,http://ali.hlspull.yximgs.com/live/7559b67ff6ae0806c0fc31cbc0aac8c6.flv
ELTA體育1,http://ali.hlspull.yximgs.com/live/328e77f670c8d403d84c6b48d0da60f6.flv
ELTA體育2,http://ali.hlspull.yximgs.com/live/86b7582a7fddeccdc262c933615000d2.flv
ELTA體育3,http://ali.hlspull.yximgs.com/live/1432948796bc2c1eada064f9ac86fc57.flv
GinxTV電競頻道,http://ali.hlspull.yximgs.com/live/d20c154b4b7fd5f903fb820a02eeb7ee.flv
博斯運動1,http://ali.hlspull.yximgs.com/live/4ddb972bcccfca7abd9ab0f690795838.flv
博斯運動2,http://ali.hlspull.yximgs.com/live/7b76f3c8d38e8110b8a0a49935b99cb6.flv
博斯高球1,http://ali.hlspull.yximgs.com/live/59dfedc9753b6fab582b0888fb369026.flv
博斯高球2,http://ali.hlspull.yximgs.com/live/04e2dbdc1b96f301f6561ac46c20cfb4.flv
博斯網球,http://ali.hlspull.yximgs.com/live/77d93285b390cd2456581a7f098bdeb3.flv
博斯無限,http://ali.hlspull.yximgs.com/live/cd3dbf8483f31a97ca13ba62c50eb4d7.flv
博斯無限2,http://ali.hlspull.yximgs.com/live/b051c9c3fcab01979452fc299a235eb9.flv
博斯魅力,http://ali.hlspull.yximgs.com/live/4d93cdac1175e06f5a11105315d7a67f.flv
智林體育台,http://ali.hlspull.yximgs.com/live/de741039d16418aba00006e9340f2918.flv
TRACESportStars,http://ali.hlspull.yximgs.com/live/a73aeec5f8bcf8c306c1acd90d60270c.flv
緯來體育,https://ali.hlspull.yximgs.com/live/474815cc362253dda567eb880aa619a0.flv


影視頻道,#genre#
POPC,http://ali.hlspull.yximgs.com/live/f3d1ce73fa9fee71f0c4e65374780908.flv
Now爆谷台,https://ali.hlspull.yximgs.com/live/a4e0557b48bacc6ba3bc014f081424d3.flv
Now星影台,https://ali.hlspull.yximgs.com/live/a02652dd0bd2b9ff430df6684632d356.flv
天映經典,http://ali.hlspull.yximgs.com/live/332ba8c64c4b09bccf5c55bacbe4382d.flv
TVB功夫台(國),http://ali.hlspull.yximgs.com/live/35803c8f7208c3fc08a6b4f0312dd3c0.flv
TVB功夫台(粵),http://ali.hlspull.yximgs.com/live/cc92cfd4640c87de1f6c474319cb30d6.flv
美亞電影(國),http://ali.hlspull.yximgs.com/live/8389eb731e08d4c6436f3856edcb538b.flv
美亞電影(粵),http://ali.hlspull.yximgs.com/live/72454ccc2e8735283c9090bc527d6c14.flv
中國電影頻道,http://ali.hlspull.yximgs.com/live/d4f260f82b02bcc2d973246ae7d3cdb1.flv
緯來電影,http://ali.hlspull.yximgs.com/live/qwt_weilaidianying.flv
緯來電影,http://103.225.9.173:1977/live/video/no_signal.mp4
緯來電影,https://ali.hlspull.yximgs.com/live/922100bcef4b11ffb96cd31ddfe94c75.flv
東森電影,http://ali.hlspull.yximgs.com/live/qwt_dongsendianying.flv
東森電影,http://103.225.9.173:1977/live/video/no_signal.mp4
東森洋片,http://ali.hlspull.yximgs.com/live/qwt_dongsenyangpian.flv
東森洋片,http://103.225.9.173:1977/live/video/no_signal.mp4
東森洋片,https://ali.hlspull.yximgs.com/live/edb80efe3972c5c90a9c152dff56535c.flv
tvN,http://ali.hlspull.yximgs.com/live/b3c774e17cde324b8643e2992e6f6cd9.flv
Kix,http://ali.hlspull.yximgs.com/live/1067c5855d71edad2d6438d9ae45c6df.flv
ROCK超級娛樂,http://ali.hlspull.yximgs.com/live/a8115c632c93d9470d7230512ad19d6c.flv
ROCK綜藝娛樂,http://ali.hlspull.yximgs.com/live/5b1457f10dddfae9a98f3dbd65c771e0.flv
AXN,http://ali.hlspull.yximgs.com/live/52b2c781b37c62e459441ceaee94dfcc.flv
Animax,http://ali.hlspull.yximgs.com/live/00243cce59261a3c8ca0e2f2208dd168.flv
Thrill驚悚,http://ali.hlspull.yximgs.com/live/7f44ee4114f199c8f031b48d7050d53d.flv
美亞電影台,http://ali.hlspull.yximgs.com/live/7bc4dfe409d81b70d9fdd28534b0bad3.flv
AXN頻道,http://ali.hlspull.yximgs.com/live/826748ae2bacaaaf91399cc35def818a.flv
華納電影,http://ali.hlspull.yximgs.com/live/672094c0a727a8d33f8634fd3eef3c38.flv
CINEMAX,http://ali.hlspull.yximgs.com/live/6501e2060a9885b7dfac02bbe485b877.flv
HBOHD,https://ali.hlspull.yximgs.com/live/e6f9c0b48299aa299914580bdcfe4111.flv
HBO原創,http://ali.hlspull.yximgs.com/live/f7d690a2aa32aee858286055fc249857.flv
HBO強檔,http://ali.hlspull.yximgs.com/live/3dc98d24e162f09380b8433490d91c16.flv
HBO家庭,http://ali.hlspull.yximgs.com/live/2059d3c582b3ee1e6505c23445c6ecb7.flv
好萊塢電影,http://ali.hlspull.yximgs.com/live/1d9d36cee363cf994e047e2694bc0b85.flv
amc最愛電影,http://ali.hlspull.yximgs.com/live/31502ce048bf6a9a0217c091fdeeb454.flv


國外頻道,#genre#
AstroAEC,http://ali.hlspull.yximgs.com/live/5df88a5fb8533ceeebe529c9cd327f9e.flv
AstroQJ,http://103.225.9.173:1977/live/video/no_signal.mp4
AstroAOD,http://qwttv.iptv1688.top:2015/play/forward/4?tvid=AstroAOD311HDHK#forward\&token=a4a434c9b944f91b3a11e3af6eb1ab58
Astro歡喜台,http://ali.hlspull.yximgs.com/live/a5c20a6c30ea3263eabc094b9d06a0b5.flv
娛家台,http://ali.hlspull.yximgs.com/live/884fc82480be44804bac8cedec9cd3ea.flv
都會台,http://ali.hlspull.yximgs.com/live/85dab938b7ad470bf469d173d51ec2bc.flv
新時代1,http://ali.hlspull.yximgs.com/live/54b2a50903788b814f5a96651d0652d5.flv
新時代2,http://ali.hlspull.yximgs.com/live/c44b8e25c6cb3d075cfc9fa93cae6f4d.flv
城市電視,http://ali.hlspull.yximgs.com/live/52c90d2db5c773186f5ea9201240199c.flv
中旺電視,http://ali.hlspull.yximgs.com/live/353e5a173700a6132feca2e24cbc7bb6.flv
FashionBox,http://ali.hlspull.yximgs.com/live/9760bbf4c5039c72ffef4c4972ce3cab.flv
tvN,http://ali.hlspull.yximgs.com/live/b3c774e17cde324b8643e2992e6f6cd9.flv
Kix,http://ali.hlspull.yximgs.com/live/1067c5855d71edad2d6438d9ae45c6df.flv
ROCK超級娛樂,http://ali.hlspull.yximgs.com/live/a8115c632c93d9470d7230512ad19d6c.flv
ROCK綜藝娛樂,http://ali.hlspull.yximgs.com/live/5b1457f10dddfae9a98f3dbd65c771e0.flv
AXN,http://ali.hlspull.yximgs.com/live/52b2c781b37c62e459441ceaee94dfcc.flv
Animax,http://ali.hlspull.yximgs.com/live/00243cce59261a3c8ca0e2f2208dd168.flv
Thrill,http://ali.hlspull.yximgs.com/live/7f44ee4114f199c8f031b48d7050d53d.flv
ZooMoo,http://ali.hlspull.yximgs.com/live/cbaba9333165a7ae3b36e7e646d3e093.flv
Nickelodeon,http://ali.hlspull.yximgs.com/live/9d32626a2ca9b8efafd2883ef76d3358.flv
NickJr兒童頻道,http://ali.hlspull.yximgs.com/live/3e98cd348637ef86431863efe3749037.flv
DreamWorks,https://ali.hlspull.yximgs.com/live/f2d949506495c0f329c8fdd5c3241547.flv
動物星球,http://ali.hlspull.yximgs.com/live/3fd0a209c33a8af919804b59b4123f14.flv
國家地理,https://ali.hlspull.yximgs.com/live/HmQgtWfqnsA5bFtXaPN6GaZVz8m4de0G.flv
探索頻道,https://ali.hlspull.yximgs.com/live/2b93165708eee829359d32d81f07f270.flv
Arirang,P2p://starvod.xyz:19806/3fe7c77ebb1a45a18ef30f78f917640b.ts
